Intent,User_Query,Response,Language,Category,Action_Required,User_Query_Normalized,Keywords
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_hotels,عايز أحجز في فندق زاد المسافر,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,عايز احجز في فندق زاد المسافر,"عايز, أحجز, في, فندق, زاد, المسافر"
fayoum_attractions,أنشطة في قصر قارون,يمكنك معرفة كافة التفاصيل عن قصر قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,انشطه في قصر قارون,"أنشطة, في, قصر, قارون"
fayoum_attractions,أفضل وقت لزيارة هرم هوارة,يمكنك معرفة كافة التفاصيل عن هرم هوارة والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,افضل وقت لزياره هرم هواره,"أفضل, وقت, لزيارة, هرم, هوارة"
fayoum_attractions,Ticket prices for وادي الريان?,"You can find all details about وادي الريان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for وادي الريان,"ticket, prices, for, وادي, الريان"
fayoum_attractions,صور من مدينة كرانبس,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من مدينه كرانبس,"صور, من, مدينة, كرانبس"
fayoum_attractions,Best time to visit شلالات الفيوم,"You can find all details about شلالات الفيوم, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,best time to visit شلالات الفيوم,"best, time, to, visit, شلالات, الفيوم"
fayoum_attractions,ممكن معلومات عن وادي الحيتان؟,يمكنك معرفة كافة التفاصيل عن وادي الحيتان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن وادي الحيتان,"ممكن, معلومات, عن, وادي, الحيتان"
fayoum_attractions,مواعيد بحيرة قارون إيه؟,يمكنك معرفة كافة التفاصيل عن بحيرة قارون والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,مواعيد بحيره قارون ايه,"مواعيد, بحيرة, قارون, إيه"
fayoum_hotels,Prices for كوم الدكة hotel please,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,prices for كوم الدكه hotel please,"prices, for, كوم, الدكة, hotel, please"
fayoum_attractions,Information about هرم هوارة please,"You can find all details about هرم هوارة, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,information about هرم هواره please,"information, about, هرم, هوارة, please"
fayoum_attractions,مواعيد وادي الريان إيه؟,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,مواعيد وادي الريان ايه,"مواعيد, وادي, الريان, إيه"
fayoum_attractions,Ticket prices for قرية تونس?,"You can find all details about قرية تونس, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,ticket prices for قريه تونس,"ticket, prices, for, قرية, تونس"
fayoum_attractions,Photos of بحيرة قارون,"You can find all details about بحيرة قارون, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of بحيره قارون,"photos, of, بحيرة, قارون"
fayoum_hotels,Contact info for كوم الدكة,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,contact info for كوم الدكه,"contact, info, for, كوم, الدكة"
fayoum_attractions,ممكن معلومات عن وادي الريان؟,يمكنك معرفة كافة التفاصيل عن وادي الريان والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن وادي الريان,"ممكن, معلومات, عن, وادي, الريان"
fayoum_emergency,عايز أقرب مستشفى في الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,عايز اقرب مستشفى في الفيوم,"عايز, أقرب, مستشفى, في, الفيوم"
fayoum_hotels,Details about كوم الدكة hotel,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,details about كوم الدكه hotel,"details, about, كوم, الدكة, hotel"
fayoum_emergency,حادث في طريق الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,حادث في طريق الفيوم,"حادث, في, طريق, الفيوم"
fayoum_attractions,صور من ماجيك ليك,يمكنك معرفة كافة التفاصيل عن ماجيك ليك والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,صور من ماجيك ليك,"صور, من, ماجيك, ليك"
fayoum_attractions,ممكن معلومات عن قرية تونس؟,يمكنك معرفة كافة التفاصيل عن قرية تونس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن قريه تونس,"ممكن, معلومات, عن, قرية, تونس"
fayoum_emergency,تليفون المطافئ الفيوم,للطوارئ في الفيوم: الشرطة (122)، الإسعاف (123). يمكنك رؤية أقرب مستشفى من خريطة الطوارئ.,Arabic,Emergency,display_fayoum_emergency,تليفون المطافئ الفيوم,"تليفون, المطافئ, الفيوم"
fayoum_attractions,عايز أزور مدينة كرانبس,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,عايز ازور مدينه كرانبس,"عايز, أزور, مدينة, كرانبس"
fayoum_hotels,رقم تليفون فندق زاد المسافر,لحجز إقامتك في فندق زاد المسافر، يرجى الانتقال لصفحة الفنادق بالفيوم واختيار 'احجز الآن'.,Arabic,Services,open_fayoum_hotels,رقم تليفون فندق زاد المسافر,"رقم, تليفون, فندق, زاد, المسافر"
fayoum_attractions,Photos of ماجيك ليك,"You can find all details about ماجيك ليك, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,photos of ماجيك ليك,"photos, of, ماجيك, ليك"
fayoum_emergency,Fayoum police quickly,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fayoum police quickly,"fayoum, police, quickly"
fayoum_attractions,I want to visit وادي الحيتان,"You can find all details about وادي الحيتان, including hours and prices, on the Fayoum Attractions page.",English,Services,open_fayoum_attractions,i want to visit وادي الحيتان,"i, want, to, visit, وادي, الحيتان"
fayoum_attractions,ممكن معلومات عن مدينة كرانبس؟,يمكنك معرفة كافة التفاصيل عن مدينة كرانبس والمواعيد والأسعار من صفحة المعالم السياحية بالفيوم.,Arabic,Services,open_fayoum_attractions,ممكن معلومات عن مدينه كرانبس,"ممكن, معلومات, عن, مدينة, كرانبس"
fayoum_emergency,Fire department Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fire department fayoum,"fire, department, fayoum"
fayoum_hotels,I want to book at زاد المسافر hotel,"To book your stay at فندق زاد المسافر, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,i want to book at زاد المسافر hotel,"i, want, to, book, at, زاد, المسافر, hotel"
fayoum_emergency,Ambulance number in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,ambulance number in fayoum,"ambulance, number, in, fayoum"
fayoum_emergency,Fire department Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,fire department fayoum,"fire, department, fayoum"
fayoum_emergency,Medical help in Fayoum,"For emergencies in Fayoum: Police (122), Ambulance (123). You can find the nearest hospital via the emergency map.",English,Emergency,display_fayoum_emergency,medical help in fayoum,"medical, help, in, fayoum"
fayoum_hotels,Prices for كوم الدكة hotel please,"To book your stay at فندق كوم الدكة, please go to the Fayoum Hotels page and click 'Book Now'.",English,Services,open_fayoum_hotels,prices for كوم الدكه hotel please,"prices, for, كوم, الدكة, hotel, please"
